Passage,Harmonic,Arithmetic
Job.30.28,1,4
Job.30.29,2,17
Job.30.30,2,9
Job.30.31,1,110
Job.30,2,202
Job.31.1,3,507
Job.31.2,3,17
Job.31.3,2,23
Job.31.4,3,128
Job.31.5,4,583
Job.31.6,1,17
Job.31.7,2,83
Job.31.8,1,3
Job.31.9,3,553
Job.31.10,1,3
Job.31.11,4,494
Job.31.12,3,476
Job.31.13,2,121
Job.31.14,11,209
Job.31.15,1,12
Job.31.16,2,113
Job.31.17,3,180
Job.31.18,1,420
Job.31.19,4,127
Job.31.20,1,472
Job.31.21,3,633
Job.31.22,1,1
Job.31.23,4,757
Job.31.24,2,149
Job.31.25,4,427
Job.31.26,5,468
Job.31.27,3,26
Job.31.28,2,328
Job.31.29,2,275
Job.31.30,6,190
Job.31.31,5,609
Job.31.32,2,371
Job.31.33,1,108
Job.31.34,2,503
Job.31.35,3,189
Job.31.36,2,850
Job.31.37,2,17
Job.31.38,2,127
Job.31.39,2,98
Job.31.40,3,55
Job.31,2,284
Job.32.1,5,970
Job.32.2,2,49
Job.32.3,3,1439
Job.32.4,2,978
Job.32.5,14,357
Job.32.6,2,275
Job.32.7,5,62
Job.32.8,2,39
Job.32.9,4,142
Job.32.10,6,75
Job.32.11,1,128
Job.32.12,3,75
Job.32.13,5,377
Job.32.14,3,589
Job.32.15,5,429
Job.32.16,6,1224
Job.32.17,3,117
Job.32.18,1,515
Job.32.19,2,323
Job.32.20,2,92
Job.32.21,7,567
Job.32.22,2,795
Job.32,3,457
Job.33.1,4,53
Job.33.2,2,112
Job.33.3,3,15
Job.33.4,2,49
Job.33.5,2,134
Job.33.6,3,97
Job.33.7,1,706
Job.33.8,9,37
Job.33.9,3,237
Job.33.10,2,54
Job.33.11,2,429
Job.33.12,3,468
Job.33.13,5,777
Job.33.14,3,601
Job.33.15,3,362
Job.33.16,3,42
Job.33.17,1,53
Job.33.18,2,17
Job.33.19,1,489
Job.33.20,1,5
Job.33.21,1,371
Job.33.22,2,15
Job.33.23,4,152
Job.33.24,1,282
Job.33.25,1,15
Job.33.26,3,368
Job.33.27,3,676
Job.33.28,1,3
Job.33.29,8,395
Job.33.30,4,22
Job.33.31,4,93
Job.33.32,5,289
Job.33.33,5,224
Job.33,2,251
Job.34.1,13,47
Job.34.2,4,36
Job.34.3,3,422
Job.34.4,2,49
Job.34.5,6,311
Job.34.6,1,490
Job.34.7,1,44
Job.34.8,3,125
Job.34.9,4,647
Job.34.10,2,85
Job.34.11,2,650
Job.34.12,4,196
Job.34.13,10,72
Job.34.14,4,206
Job.34.15,5,760
Job.34.16,4,50
Job.34.17,3,58
Job.34.18,3,592
Job.34.19,6,648
Job.34.20,1,239
Job.34.21,4,933
Job.34.22,6,98
Job.34.23,19,1394
Job.34.24,3,377
Job.34.25,2,41
Job.34.26,3,28
Job.34.27,9,1302
Job.34.28,3,58
Job.34.29,3,131
Job.34.30,5,65
Job.34.31,3,1088
Job.34.32,1,343
Job.34.33,3,512
Job.34.34,9,110
Job.34.35,3,742
Job.34.36,3,515
Job.34.37,2,309
Job.34,3,397
Job.35.1,7,46
Job.35.2,2,6
Job.35.3,3,241
Job.35.4,3,110
Job.35.5,3,19
Job.35.6,5,148
Job.35.7,9,266
Job.35.8,2,64
Job.35.9,2,8
Job.35.10,4,110
Job.35.11,1,40
Job.35.12,8,263
Job.35.13,13,693
Job.35.14,4,488
Job.35.15,7,416
Job.35.16,2,9
Job.35,3,206
Job.36.1,11,18
Job.36.2,2,476
Job.36.3,2,6
Job.36.4,5,510
Job.36.5,3,182
Job.36.6,7,444
Job.36.7,2,249
Job.36.8,2,47
Job.36.9,1,588
Job.36.10,3,482
Job.36.11,2,9
Job.36.12,2,357
Job.36.13,3,707
Job.36.14,1,7
Job.36.15,1,7
Job.36.16,2,223
Job.36.17,2,21
Job.36.18,2,231
Job.36.19,1,384
Job.36.20,4,103
Job.36.21,6,910
Job.36.22,3,71
Job.36.23,12,146
Job.36.24,2,885
Job.36.25,4,428
Job.36.26,7,296
Job.36.27,1,424
Job.36.28,8,59
Job.36.29,2,135
Job.36.30,2,84
Job.36.31,4,437
Job.36.32,4,521
Job.36.33,3,567
Job.36,2,320
Job.37.1,2,40
Job.37.2,3,19
Job.37.3,3,792
Job.37.4,4,266
Job.37.5,4,187
Job.37.6,2,306
Job.37.7,5,731
Job.37.8,1,9
Job.37.9,2,120
Job.37.10,3,62
Job.37.11,2,26
Job.37.12,2,740
Job.37.13,3,322
Job.37.14,3,19
Job.37.15,2,39
Job.37.16,1,489
Job.37.17,1,853
Job.37.18,1,21
Job.37.19,3,484
Job.37.20,4,950
Job.37.21,3,368
Job.37.22,3,529
Job.37.23,4,334
Job.37.24,6,451
Job.37,2,364
Job.38.1,3,1655
Job.38.2,2,80
Job.38.3,2,56
Job.38.4,5,112
Job.38.5,4,372
Job.38.6,4,439
Job.38.7,4,471
Job.38.8,2,14
Job.38.9,2,6
Job.38.10,1,61
Job.38.11,3,237
Job.38.12,1,6
Job.38.13,1,129
Job.38.14,1,9
Job.38.15,1,3
Job.38.16,2,161
Job.38.17,3,72
Job.38.18,3,238
Job.38.19,7,74
Job.38.20,3,799
Job.38.21,7,447
Job.38.22,4,490
Job.38.23,2,684
Job.38.24,4,54
Job.38.25,2,14
Job.38.26,8,1149
Job.38.27,1,1
Job.38.28,5,84
Job.38.29,2,82
Job.38.30,1,30
Job.38.31,1,9
Job.38.32,1,490
Job.38.33,3,111
Job.38.34,2,29
Job.38.35,1,74
Job.38.36,3,95
Job.38.37,3,54
Job.38.38,1,7
Job.38.39,1,3
Job.38.40,1,419
Job.38.41,2,443
Job.38,2,259
Job.39.1,2,10
Job.39.2,1,13
Job.39.3,1,1
Job.39.4,3,159
Job.39.5,2,45
Job.39.6,2,795
Job.39.7,3,369
Job.39.8,1,379
Job.39.9,1,597
Job.39.10,1,94
Job.39.11,2,455
Job.39.12,2,446
Job.39.13,1,109
Job.39.14,2,215
Job.39.15,2,436
Job.39.16,1,24
Job.39.17,3,361
Job.39.18,1,4
Job.39.19,1,2
Job.39.20,1,3
Job.39.21,1,16
Job.39.22,4,225
Job.39.23,1,62
Job.39.24,3,389
Job.39.25,2,17
Job.39.26,1,1
Job.39.27,2,530
Job.39.28,2,24
Job.39.29,2,27
Job.39.30,2,87
Job.39,2,202
Job.40.1,71,2338
Job.40.2,3,75
Job.40.3,71,2338
Job.40.4,3,39
Job.40.5,5,372
Job.40.6,3,1655
Job.40.7,2,57
Job.40.8,3,44
Job.40.9,3,74
Job.40.10,1,49
Job.40.11,2,43
Job.40.12,2,59
Job.40.13,1,5
Job.40.14,3,384
Job.40.15,8,628
Job.40.16,1,109
Job.40.17,1,3
Job.40.18,1,3
Job.40.19,2,141
Job.40.20,4,264
Job.40.21,2,7
Job.40.22,1,1
Job.40.23,2,682
Job.40.24,1,7
Job.40.25,1,2
Job.40.26,1,2
Job.40.27,2,170
Job.40.28,3,41
Job.40.29,1,39
Job.40.30,1,85
Job.40.31,1,2
Job.40.32,3,142
Job.40,2,298
Job.41.1,1,501
Job.41.2,2,553
Job.41.3,5,487
Job.41.4,2,7
Job.41.5,2,76
Job.41.6,2,42
Job.41.7,4,6
Job.41.8,3,441
Job.41.9,1,377
Job.41.10,1,9
Job.41.11,1,26
Job.41.12,1,11
Job.41.13,5,16
Job.41.14,1,7
Job.41.15,2,61
Job.41.16,3,16
Job.41.17,1,3
Job.41.18,2,22
Job.41.19,2,7
Job.41.20,2,209
Job.41.21,1,2
Job.41.22,2,12
Job.41.23,1,15
Job.41.24,3,15
Job.41.25,2,501
Job.41.26,4,1097
Job.41,2,203
Job.42.1,71,2338
Job.42.2,3,521
Job.42.3,6,230
Job.42.4,5,71
Job.42.5,2,53
Job.42.6,7,1035
Job.42.7,7,1250
Job.42.8,6,428
Job.42.9,5,1045
Job.42.10,5,1705
Job.42.11,6,748
Job.42.12,5,416
Job.42.13,4,176
Job.42.14,3,52
Job.42.15,7,241
Job.42.16,6,687
Job.42.17,8,40
Job.42,5,687
Job,2,299
Ps.1.1,4,849
Ps.1.2,4,974
Ps.1.3,5,629
Ps.1.4,5,710
Ps.1.5,9,718
Ps.1.6,20,849
Ps.1,5,774
Ps.2.1,2,27
Ps.2.2,4,942
Ps.2.3,1,1104
Ps.2.4,7,89
Ps.2.5,1,26
Ps.2.6,5,543
Ps.2.7,8,252
Ps.2.8,4,23
Ps.2.9,2,8
Ps.2.10,2,60
Ps.2.11,2,1921
Ps.2.12,2,301
Ps.2,3,433
Ps.3.1,14,73
Ps.3.2,4,749
Ps.3.3,5,78
Ps.3.4,4,752
Ps.3.5,6,1071
Ps.3.6,2,1218
Ps.3.7,5,704
Ps.3.8,7,1208
Ps.3.9,3,76
Ps.3,4,721
Ps.4.1,7,34
Ps.4.2,3,55
Ps.4.3,3,304
Ps.4.4,6,1245
Ps.4.5,1,25
Ps.4.6,3,679
Ps.4.7,4,124
Ps.4.8,2,9
Ps.4.9,3,705
Ps.4,3,378
Ps.5.1,4,55
Ps.5.2,2,1010
Ps.5.3,2,209
Ps.5.4,3,69
Ps.5.5,7,906
Ps.5.6,4,370
Ps.5.7,3,211
Ps.5.8,3,364
Ps.5.9,1,665
Ps.5.10,2,294
Ps.5.11,2,299
Ps.5.12,3,40
Ps.5.13,3,881
Ps.5,2,391
Ps.6.1,6,45
Ps.6.2,2,79
Ps.6.3,4,1599
Ps.6.4,2,897
Ps.6.5,4,776
Ps.6.6,2,437
Ps.6.7,1,9
Ps.6.8,1,60
Ps.6.9,8,937
Ps.6.10,5,1688
Ps.6.11,4,353
Ps.6,3,652
Ps.7.1,3,996
Ps.7.2,5,658
Ps.7.3,4,70
Ps.7.4,7,688
Ps.7.5,1,120
Ps.7.6,2,26
Ps.7.7,2,549
Ps.7.8,1,4
Ps.7.9,4,1270
Ps.7.10,2,106
Ps.7.11,7,678
Ps.7.12,4,152
Ps.7.13,2,422
Ps.7.14,3,22
Ps.7.15,2,74
Ps.7.16,1,9
Ps.7.17,2,80
Ps.7.18,4,1442
Ps.7,3,421
Ps.8.1,12,54
Ps.8.2,12,1201
Ps.8.3,1,32
Ps.8.4,3,690
Ps.8.5,3,594
Ps.8.6,1,4
Ps.8.7,2,39
Ps.8.8,2,53
Ps.8.9,7,38
Ps.8.10,20,804
Ps.8,3,422
Ps.9.1,2,27
Ps.9.2,12,1143
Ps.9.3,2,15
Ps.9.4,5,9
Ps.9.5,3,190
Ps.9.6,2,33
Ps.9.7,2,9
Ps.9.8,9,37
Ps.9.9,4,35
Ps.9.10,2,724
Ps.9.11,3,473
Ps.9.12,5,63
Ps.9.13,4,261
Ps.9.14,1,638
Ps.9.15,3,47
Ps.9.16,2,20
Ps.9.17,3,560
Ps.9.18,3,402
Ps.9.19,4,614
Ps.9.20,5,1005
Ps.9.21,6,654
Ps.9,3,349
Ps.10.1,1,723
Ps.10.2,1,18
Ps.10.3,3,561
Ps.10.4,4,405
Ps.10.5,3,273
Ps.10.6,5,689
Ps.10.7,2,35
Ps.10.8,1,10
Ps.10.9,1,8
Ps.10.10,1,3
Ps.10.11,4,120
Ps.10.12,5,725
Ps.10.13,6,824
Ps.10.14,3,177
Ps.10.15,2,14
Ps.10.16,3,823
Ps.10.17,4,640
Ps.10.18,6,134
Ps.10,2,330
Ps.11.1,2,26
Ps.11.2,3,491
Ps.11.3,1,540
Ps.11.4,3,943
Ps.11.5,2,648
Ps.11.6,2,370
Ps.11.7,4,823
Ps.11,2,546
Ps.12.1,12,54
Ps.12.2,4,1099
Ps.12.3,4,772
Ps.12.4,5,953
Ps.12.5,2,563
Ps.12.6,3,448
Ps.12.7,1,520
Ps.12.8,3,721
Ps.12.9,2,67
Ps.12,3,614
Ps.13.1,42,45
Ps.13.2,6,1247
Ps.13.3,6,171
Ps.13.4,3,579
Ps.13.5,3,387
Ps.13.6,3,314
Ps.13,4,506
Ps.14.1,5,164
Ps.14.2,15,685
Ps.14.3,12,149
Ps.14.4,14,892
Ps.14.5,5,353
Ps.14.6,2,1334
Ps.14.7,7,587
Ps.14,7,557
Ps.15.1,6,62
Ps.15.2,3,26
Ps.15.3,3,1007
Ps.15.4,3,728
Ps.15.5,9,831
Ps.15,4,609
Ps.16.1,4,252
Ps.16.2,5,101
Ps.16.3,3,953
Ps.16.4,2,717
Ps.16.5,2,74
Ps.16.6,2,88
Ps.16.7,2,1825
Ps.16.8,4,1003
Ps.16.9,6,51
Ps.16.10,4,636
Ps.16.11,1,661
Ps.16,2,611
Ps.17.1,10,441
Ps.17.2,5,20
Ps.17.3,2,15
Ps.17.4,3,116
Ps.17.5,1,10
Ps.17.6,4,82
Ps.17.7,1,3
Ps.17.8,3,29
Ps.17.9,3,43
Ps.17.10,1,4
Ps.17.11,1,26
Ps.17.12,1,10
Ps.17.13,1,578
Ps.17.14,2,342
Ps.17.15,1,86
Ps.17,2,154
Ps.18.1,12,1262
Ps.18.2,1,1281
Ps.18.3,3,439
Ps.18.4,6,862
Ps.18.5,2,9
Ps.18.6,3,10
Ps.18.7,3,436
Ps.18.8,2,387
Ps.18.9,7,17
Ps.18.10,3,58
Ps.18.11,4,862
Ps.18.12,1,24
Ps.18.13,3,8
Ps.18.14,4,20
Ps.18.15,2,39
Ps.18.16,3,491
Ps.18.17,4,9
Ps.18.18,2,209
Ps.18.19,2,745
Ps.18.20,3,489
Ps.18.21,5,736
Ps.18.22,6,976
Ps.18.23,6,719
Ps.18.24,2,28
Ps.18.25,3,700
Ps.18.26,4,134
Ps.18.27,2,81
Ps.18.28,5,265
Ps.18.29,3,874
Ps.18.30,2,211
Ps.18.31,6,546
Ps.18.32,11,929
Ps.18.33,2,38
Ps.18.34,1,86
Ps.18.35,2,12
Ps.18.36,1,70
Ps.18.37,1,200
Ps.18.38,2,202
Ps.18.39,3,213
Ps.18.40,2,22
Ps.18.41,2,29
Ps.18.42,7,1410
Ps.18.43,2,482
Ps.18.44,2,294
Ps.18.45,3,101
Ps.18.46,1,227
Ps.18.47,2,736
Ps.18.48,3,91
Ps.18.49,2,100
Ps.18.50,6,1264
Ps.18.51,4,130
Ps.18,3,416
Ps.19.1,42,45
Ps.19.2,3,55
Ps.19.3,2,33
Ps.19.4,8,47
Ps.19.5,2,117
Ps.19.6,2,29
Ps.19.7,2,427
Ps.19.8,2,1013
Ps.19.9,3,1027
Ps.19.10,2,1015
Ps.19.11,1,6
Ps.19.12,4,31
Ps.19.13,1,20
Ps.19.14,2,58
Ps.19.15,4,527
Ps.19,2,345
Ps.20.1,42,45
Ps.20.2,3,725
Ps.20.3,1,1
Ps.20.4,1,437
Ps.20.5,1,76
Ps.20.6,2,859
Ps.20.7,2,683
Ps.20.8,2,629
Ps.20.9,1,37
Ps.20.10,2,995
Ps.20,2,526
Ps.21.1,42,45
Ps.21.2,2,114
Ps.21.3,4,28
Ps.21.4,1,210
Ps.21.5,25,71
Ps.21.6,3,29
Ps.21.7,2,992
Ps.21.8,10,310
Ps.21.9,8,46
Ps.21.10,3,526
Ps.21.11,3,44
Ps.21.12,2,399
Ps.21.13,2,906
Ps.21.14,1,839
Ps.21,3,333
Ps.22.1,10,593
Ps.22.2,2,36
Ps.22.3,5,154
Ps.22.4,8,132
Ps.22.5,2,12
Ps.22.6,2,205
Ps.22.7,4,330
Ps.22.8,1,386
Ps.22.9,2,1426
Ps.22.10,2,666
Ps.22.11,4,25
Ps.22.12,6,749
Ps.22.13,3,30
Ps.22.14,3,29
Ps.22.15,2,58
Ps.22.16,1,7
Ps.22.17,2,332
Ps.22.18,3,398
Ps.22.19,2,155
Ps.22.20,3,820
Ps.22.21,4,43
Ps.22.22,1,9
Ps.22.23,3,40
Ps.22.24,5,917
Ps.22.25,2,474
Ps.22.26,3,13
Ps.22.27,3,568
Ps.22.28,6,936
Ps.22.29,15,641
Ps.22.30,4,437
Ps.22.31,1,13
Ps.22.32,7,430
Ps.22,3,384
Ps.23.1,4,1290
Ps.23.2,1,496
Ps.23.3,2,67
Ps.23.4,4,543
Ps.23.5,1,15
Ps.23.6,6,689
Ps.23,2,495
Ps.24.1,16,148
Ps.24.2,5,949
Ps.24.3,14,659
Ps.24.4,2,728
Ps.24.5,4,745
Ps.24.6,5,87
Ps.24.7,3,80
Ps.24.8,5,1119
Ps.24.9,3,81
Ps.24.10,20,766
Ps.24,5,558
Ps.25.1,9,1096
Ps.25.2,6,130
Ps.25.3,4,701
Ps.25.4,2,1009
Ps.25.5,3,446
Ps.25.6,5,1144
Ps.25.7,3,199
Ps.25.8,16,1135
Ps.25.9,2,5
Ps.25.10,2,959
Ps.25.11,4,1032
Ps.25.12,4,723
Ps.25.13,3,21
Ps.25.14,1,1007
Ps.25.15,9,1287
Ps.25.16,6,262
Ps.25.17,1,5
Ps.25.18,2,47
Ps.25.19,2,422
Ps.25.20,5,263
Ps.25.21,1,586
Ps.25.22,2,1513
Ps.25,3,625
Ps.26.1,3,882
Ps.26.2,1,839
Ps.26.3,4,244
Ps.26.4,5,627
Ps.26.5,9,390
Ps.26.6,1,1012
Ps.26.7,2,440
Ps.26.8,7,12
Ps.26.9,8,146
Ps.26.10,2,796
Ps.26.11,2,38
Ps.26.12,1,103
Ps.26,3,486
Ps.27.1,2,926
Ps.27.2,3,616
Ps.27.3,4,228
Ps.27.4,3,1064
Ps.27.5,2,324
Ps.27.6,2,293
Ps.27.7,7,853
Ps.27.8,9,1417
Ps.27.9,5,83
Ps.27.10,4,515
Ps.27.11,2,661
Ps.27.12,2,282
Ps.27.13,2,758
Ps.27.14,6,1385
Ps.27,3,633
Ps.28.1,7,409
Ps.28.2,4,383
Ps.28.3,5,132
Ps.28.4,3,107
Ps.28.5,3,1294
Ps.28.6,20,1373
Ps.28.7,2,489
Ps.28.8,6,745
Ps.28.9,2,1404
Ps.28,4,639
Ps.29.1,11,159
Ps.29.2,10,81
Ps.29.3,7,1572
Ps.29.4,4,1729
Ps.29.5,8,1859
Ps.29.6,2,48
Ps.29.7,3,1040
Ps.29.8,7,1283
Ps.29.9,2,523
Ps.29.10,3,1534
Ps.29.11,6,1307
Ps.29,4,991
Ps.30.1,20,60
Ps.30.2,3,1154
Ps.30.3,3,1051
Ps.30.4,2,112
Ps.30.5,7,50
Ps.30.6,3,304
Ps.30.7,4,55
Ps.30.8,1,13
Ps.30.9,15,995
Ps.30.10,2,367
Ps.30.11,5,1456
Ps.30.12,1,67
Ps.30.13,3,739
Ps.30,3,479
Ps.31.1,42,45
Ps.31.2,4,714
Ps.31.3,3,92
Ps.31.4,3,191
Ps.31.5,2,306
Ps.31.6,3,665
Ps.31.7,4,1081
Ps.31.8,2,1132
Ps.31.9,2,209
Ps.31.10,3,867
Ps.31.11,1,267
Ps.31.12,2,36
Ps.31.13,1,10
Ps.31.14,4,289
Ps.31.15,20,779
Ps.31.16,2,22
Ps.31.17,3,578
Ps.31.18,5,400
Ps.31.19,2,395
Ps.31.20,3,531
Ps.31.21,1,124
Ps.31.22,10,1076
Ps.31.23,4,45
Ps.31.24,4,1545
Ps.31.25,3,444
Ps.31,3,495
Ps.32.1,2,23
Ps.32.2,12,905
Ps.32.3,2,576
Ps.32.4,3,292
Ps.32.5,4,91
Ps.32.6,5,652
Ps.32.7,1,119
Ps.32.8,1,18
Ps.32.9,2,70
Ps.32.10,2,36
Ps.32.11,4,330
Ps.32,2,297
Ps.33.1,3,15
Ps.33.2,7,60
Ps.33.3,3,139
Ps.33.4,5,1033
Ps.33.5,32,765
Ps.33.6,6,963
Ps.33.7,1,37
Ps.33.8,11,682
Ps.33.9,4,666
Ps.33.10,6,22
Ps.33.11,17,658
Ps.33.12,30,1188
Ps.33.13,11,1123
Ps.33.14,2,892
Ps.33.15,5,860
Ps.33.16,4,173
Ps.33.17,5,377
Ps.33.18,3,1270
Ps.33.19,3,10
Ps.33.20,2,58
Ps.33.21,5,746
Ps.33.22,5,811
Ps.33,5,593
Ps.34.1,3,903
Ps.34.2,3,1493
Ps.34.3,4,36
Ps.34.4,2,74
Ps.34.5,1,1646
Ps.34.6,2,155
Ps.34.7,3,49
Ps.34.8,2,873
Ps.34.9,3,920
Ps.34.10,3,1842
Ps.34.11,2,876
Ps.34.12,3,814
Ps.34.13,12,80
Ps.34.14,3,6
Ps.34.15,4,54
Ps.34.16,4,1698
Ps.34.17,10,791
Ps.34.18,2,9
Ps.34.19,4,680
Ps.34.20,2,124
Ps.34.21,4,756
Ps.34.22,1,50
Ps.34.23,5,726
Ps.34,3,675
Ps.35.1,2,2263
Ps.35.2,1,6
Ps.35.3,2,16
Ps.35.4,4,25
Ps.35.5,5,832
Ps.35.6,2,726
Ps.35.7,3,223
Ps.35.8,2,498
Ps.35.9,2,9
Ps.35.10,3,620
Ps.35.11,3,1059
Ps.35.12,3,66
Ps.35.13,2,340
Ps.35.14,1,70
Ps.35.15,2,238
Ps.35.16,1,23
Ps.35.17,2,72
Ps.35.18,2,11
Ps.35.19,3,77
Ps.35.20,3,668
Ps.35.21,4,27
Ps.35.22,4,693
Ps.35.23,1,11
Ps.35.24,4,752
Ps.35.25,5,140
Ps.35.26,2,14
Ps.35.27,5,463
Ps.35.28,4,496
Ps.35,2,385
Ps.36.1,3,1279
Ps.36.2,8,83
Ps.36.3,3,268
Ps.36.4,2,43
Ps.36.5,7,766
Ps.36.6,3,1015
Ps.36.7,3,91
Ps.36.8,3,152
Ps.36.9,1,2
Ps.36.10,4,222
Ps.36.11,1,9
Ps.36.12,3,144
Ps.36.13,5,216
Ps.36,3,302
Ps.37.1,5,143
Ps.37.2,1,420
Ps.37.3,2,84
Ps.37.4,2,1270
Ps.37.5,3,1126
Ps.37.6,1,3
Ps.37.7,2,162
Ps.37.8,2,88
Ps.37.9,4,839
Ps.37.10,5,474
Ps.37.11,2,501
Ps.37.12,2,77
Ps.37.13,11,532
Ps.37.14,3,27
Ps.37.15,1,9
Ps.37.16,5,70
Ps.37.17,2,522
Ps.37.18,3,758
Ps.37.19,4,122
Ps.37.20,2,807
Ps.37.21,3,187
Ps.37.22,1,497
Ps.37.23,1,3
Ps.37.24,4,1073
Ps.37.25,6,71
Ps.37.26,4,497
Ps.37.27,4,52
Ps.37.28,6,1227
Ps.37.29,4,25
Ps.37.30,11,32
Ps.37.31,2,443
Ps.37.32,3,21
Ps.37.33,2,1256
Ps.37.34,3,786
Ps.37.35,3,31
Ps.37.36,2,264
Ps.37.37,9,197
Ps.37.38,2,31
Ps.37.39,2,15
Ps.37.40,1,886
Ps.37,3,428
Ps.38.1,5,51
Ps.38.2,2,91
Ps.38.3,2,231
Ps.38.4,3,106
Ps.38.5,3,374
Ps.38.6,1,37
Ps.38.7,2,527
Ps.38.8,2,238
Ps.38.9,1,178
Ps.38.10,2,357
Ps.38.11,3,101
Ps.38.12,1,4
Ps.38.13,2,287
Ps.38.14,3,661
Ps.38.15,6,948
Ps.38.16,6,975
Ps.38.17,4,255
Ps.38.18,2,292
Ps.38.19,2,289
Ps.38.20,2,16
Ps.38.21,3,83
Ps.38.22,8,877
Ps.38.23,2,105
Ps.38,2,324
Ps.39.1,3,34
Ps.39.2,1,20
Ps.39.3,1,2
Ps.39.4,2,34
Ps.39.5,2,501
Ps.39.6,4,261
Ps.39.7,3,144
Ps.39.8,3,193
Ps.39.9,4,98
Ps.39.10,8,865
Ps.39.11,2,91
Ps.39.12,2,586
Ps.39.13,4,532
Ps.39.14,4,20
Ps.39,2,283
Ps.40.1,17,55
Ps.40.2,3,787
Ps.40.3,2,316
Ps.40.4,6,38
Ps.40.5,3,690
Ps.40.6,2,413
Ps.40.7,3,315
Ps.40.8,6,93
Ps.40.9,1,34
Ps.40.10,4,783
Ps.40.11,2,386
Ps.40.12,3,819
Ps.40.13,3,336
Ps.40.14,3,1678
Ps.40.15,4,23
Ps.40.16,4,497
Ps.40.17,3,471
Ps.40.18,7,185
Ps.40,3,422
Ps.41.1,42,45
Ps.41.2,6,545
Ps.41.3,2,576
Ps.41.4,2,667
Ps.41.5,6,921
Ps.41.6,19,89
Ps.41.7,6,134
Ps.41.8,3,338
Ps.41.9,4,320
Ps.41.10,8,590
Ps.41.11,2,882
Ps.41.12,10,523
Ps.41.13,2,56
Ps.41.14,5,846
Ps.41,4,481
Ps.42.1,14,66
Ps.42.2,2,423
Ps.42.3,5,58
Ps.42.4,9,315
Ps.42.5,3,354
Ps.42.6,4,307
Ps.42.7,2,355
Ps.42.8,3,331
Ps.42.9,5,517
Ps.42.10,2,8
Ps.42.11,3,341
Ps.42.12,5,264
Ps.42,3,294
Ps.43.1,3,292
Ps.43.2,3,211
Ps.43.3,2,357
Ps.43.4,5,694
Ps.43.5,5,264
Ps.43,3,364
Ps.44.1,12,67
Ps.44.2,4,80
Ps.44.3,2,77
Ps.44.4,2,781
Ps.44.5,11,265
Ps.44.6,1,8
Ps.44.7,1,1147
Ps.44.8,1,584
Ps.44.9,3,109
Ps.44.10,3,230
Ps.44.11,2,14
Ps.44.12,2,4
Ps.44.13,2,181
Ps.44.14,2,5
Ps.44.15,4,38
Ps.44.16,2,430
Ps.44.17,2,38
Ps.44.18,1,538
Ps.44.19,2,328
Ps.44.20,2,432
Ps.44.21,2,131
Ps.44.22,4,346
Ps.44.23,3,277
Ps.44.24,3,132
Ps.44.25,2,5
Ps.44.26,3,425
Ps.44.27,2,48
Ps.44,2,278
Ps.45.1,4,468
Ps.45.2,3,49
Ps.45.3,3,443
Ps.45.4,2,494
Ps.45.5,2,37
Ps.45.6,5,30
Ps.45.7,3,107
Ps.45.8,3,397
Ps.45.9,1,263
Ps.45.10,1,11
Ps.45.11,2,15
Ps.45.12,2,587
Ps.45.13,1,5
Ps.45.14,2,420
Ps.45.15,2,24
Ps.45.16,1,62
Ps.45.17,5,106
Ps.45.18,4,388
Ps.45,2,222
Ps.46.1,11,67
Ps.46.2,3,110
Ps.46.3,3,648
Ps.46.4,1,17
Ps.46.5,2,95
Ps.46.6,4,161
Ps.46.7,3,33
Ps.46.8,14,766
Ps.46.9,4,1232
Ps.46.10,4,158
Ps.46.11,4,429
Ps.46.12,14,766
Ps.46,3,381
Ps.47.1,19,68
Ps.47.2,9,26
Ps.47.3,68,1480
Ps.47.4,1,53
Ps.47.5,20,1821
Ps.47.6,15,132
Ps.47.7,1,106
Ps.47.8,21,1058
Ps.47.9,44,922
Ps.47.10,3,355
Ps.47,6,697
Ps.48.1,16,70
Ps.48.2,20,709
Ps.48.3,7,348
Ps.48.4,1,154
Ps.48.5,5,321
Ps.48.6,2,102
Ps.48.7,1,87
Ps.48.8,4,10
Ps.48.9,19,585
Ps.48.10,3,134
Ps.48.11,3,484
Ps.48.12,7,138
Ps.48.13,1,19
Ps.48.14,1,29
Ps.48.15,4,822
Ps.48,3,335
Ps.49.1,19,68
Ps.49.2,6,693
Ps.49.3,14,500
Ps.49.4,2,35
Ps.49.5,2,4
Ps.49.6,4,42
Ps.49.7,3,572
Ps.49.8,3,702
Ps.49.9,1,13
Ps.49.10,2,496
Ps.49.11,3,278
Ps.49.12,1,7
Ps.49.13,3,12
Ps.49.14,4,47
Ps.49.15,2,20
Ps.49.16,5,436
Ps.49.17,7,504
Ps.49.18,12,909
Ps.49.19,3,564
Ps.49.20,8,527
Ps.49.21,3,219
Ps.49,3,329
Ps.50.1,8,155
Ps.50.2,1,124
Ps.50.3,3,53
Ps.50.4,8,585
Ps.50.5,2,83
Ps.50.6,15,367
Ps.50.7,13,336
Ps.50.8,2,855
Ps.50.9,1,428
Ps.50.10,6,469
Ps.50.11,8,390
Ps.50.12,5,777
Ps.50.13,2,7
Ps.50.14,1,7
Ps.50.15,1,45
Ps.50.16,4,148
Ps.50.17,5,40
Ps.50.18,2,114
Ps.50.19,2,7
Ps.50.20,2,6
Ps.50.21,1,40
Ps.50.22,4,101
Ps.50.23,3,30
